"incident_key","occur_date","occur_time","boro","loc_of_occur_desc","precinct","jurisdiction_code","loc_classfctn_desc","location_desc","x_coord_cd","y_coord_cd","latitude","longitude"
"297623042","2024-12-06T00:00:00.000","13:06:00","MANHATTAN","OUTSIDE","1","0","STREET",,"983437","201643","40.720149","-74.002931"
"73794477","2010-07-21T00:00:00.000","01:32:00","MANHATTAN","OUTSIDE","1","0","STREET","BAR/NIGHT CLUB","982761","204594","40.728241","-74.00537"
"242784290","2022-03-28T00:00:00.000","22:18:00","MANHATTAN","OUTSIDE","5","0","STREET","MULTI DWELL - APT BUILD","984732","200728","40.717629","-73.99826"
"24449553","2006-09-23T00:00:00.000","00:02:00","MANHATTAN","OUTSIDE","5","0","STREET",,"986929","202081","40.721343","-73.990335"
"64318199","2009-08-02T00:00:00.000","01:44:00","MANHATTAN","OUTSIDE","5","2","HOUSING","MULTI DWELL - PUBLIC HOUS","986577","200423","40.716801","-73.991606"
"11118235","2006-04-26T00:00:00.000","21:05:00","MANHATTAN","OUTSIDE","6","0","STREET",,"982301","204919","40.729142","-74.007033"
"235033374","2021-10-15T00:00:00.000","20:30:00","MANHATTAN","OUTSIDE","7","0","STREET",,"987969","200865","40.71800393","-73.98658398"
"52144006","2008-10-10T00:00:00.000","01:38:00","MANHATTAN","OUTSIDE","7","2","HOUSING","MULTI DWELL - PUBLIC HOUS","989248","198472","40.711446","-73.98197"
"37401695","2008-01-01T00:00:00.000","05:12:00","MANHATTAN","OUTSIDE","7","2","HOUSING","MULTI DWELL - PUBLIC HOUS","989138","199179","40.713385","-73.982369"
"16631507","2006-05-31T00:00:00.000","21:16:00","MANHATTAN","OUTSIDE","7","2","HOUSING","MULTI DWELL - APT BUILD","989248","198472","40.711446","-73.98197"
"60272797","2009-04-04T00:00:00.000","03:06:00","MANHATTAN","OUTSIDE","7","0","HOUSING","MULTI DWELL - PUBLIC HOUS","987481","198515","40.711564","-73.988344"
"236170275","2021-11-11T00:00:00.000","20:17:00","MANHATTAN","OUTSIDE","7","2","HOUSING","MULTI DWELL - PUBLIC HOUS","989138","199179","40.713377","-73.982368"
"93525204","2013-11-10T00:00:00.000","23:30:00","MANHATTAN","OUTSIDE","9","0","STREET",,"990451","201401","40.719482","-73.977629"
"47334459","2008-06-18T00:00:00.000","19:50:00","MANHATTAN","OUTSIDE","9","0","STREET",,"989807","202534","40.722593","-73.97995"
"45218810","2008-04-03T00:00:00.000","19:17:00","MANHATTAN","OUTSIDE","9","0","HOUSING","MULTI DWELL - PUBLIC HOUS","990788","204295","40.727419","-73.976409"
"82122314","2011-12-10T00:00:00.000","00:13:00","MANHATTAN","OUTSIDE","9","2","HOUSING","MULTI DWELL - PUBLIC HOUS","990377","204681","40.728477","-73.977891"
"219687217","2020-10-23T00:00:00.000","23:15:00","MANHATTAN","OUTSIDE","10","2","HOUSING","MULTI DWELL - PUBLIC HOUS","983746","211928","40.748379","-74.001818"
"87931467","2012-12-01T00:00:00.000","04:09:00","MANHATTAN","OUTSIDE","10","0","STREET",,"985696","211733","40.747837","-73.994778"
"254053456","2022-11-13T00:00:00.000","03:33:00","MANHATTAN","OUTSIDE","13","0","STREET","COMMERCIAL BLDG","985850","210155","40.743504","-73.994224"
"153415475","2016-05-25T00:00:00.000","22:15:00","MANHATTAN","INSIDE","13","0","COMMERCIAL","BAR/NIGHT CLUB","987561","207048","40.734984","-73.988053"
"214690556","2020-06-26T00:00:00.000","00:30:00","MANHATTAN","OUTSIDE","13","0","STREET",,"987583","210248","40.743758","-73.98797"
"263349965","2023-02-09T00:00:00.000","17:37:00","MANHATTAN","OUTSIDE","14","0","STREET",,"985764","213806",,
"244608249","2022-05-05T00:00:00.000","00:10:00","MANHATTAN","INSIDE","14","0","COMMERCIAL","VIDEO STORE","986050","214231","40.754692","-73.9935"
"316522914","2025-11-23T00:00:00.000","04:15:00","MANHATTAN","OUTSIDE","18","0","STREET",,"984643","217725","40.7642812","-73.99858129"
"24814509","2006-10-16T00:00:00.000","02:30:00","MANHATTAN","OUTSIDE","18","0","STREET",,"985370","216721","40.761534","-73.995958"
"208393713","2020-01-23T00:00:00.000","01:20:00","MANHATTAN","OUTSIDE","18","0","VEHICLE",,"986131","218089","40.765291","-73.993211"
"165101461","2017-05-23T00:00:00.000","20:03:00","MANHATTAN","INSIDE","18","0","COMMERCIAL","RESTAURANT/DINER","987093","218898","40.76751","-73.989736"
"239861893","2022-01-29T00:00:00.000","04:05:00","MANHATTAN","INSIDE","18","0","COMMERCIAL","BAR/NIGHT CLUB","984966","217543","40.763784","-73.997415"
"201034736","2019-08-12T00:00:00.000","03:10:00","MANHATTAN","OUTSIDE","20","2","HOUSING","MULTI DWELL - PUBLIC HOUS","987917","221312","40.774136","-73.98676"
"10187490","2006-01-17T00:00:00.000","21:47:00","MANHATTAN","INSIDE","20","0","COMMERCIAL","FAST FOOD","989610","224478","40.782817","-73.980642"
"86107852","2012-08-05T00:00:00.000","23:30:00","MANHATTAN","OUTSIDE","20","2","HOUSING","MULTI DWELL - PUBLIC HOUS","987554","221220","40.773874","-73.988068"
"285094095","2024-04-10T00:00:00.000","03:20:00","MANHATTAN","INSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1000654","228899","40.794945","-73.940754"
"24856701","2006-10-18T00:00:00.000","12:50:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001038","226536","40.788459","-73.939373"
"23354074","2006-07-02T00:00:00.000","03:20:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1000086","229653","40.797017","-73.942803"
"81199646","2011-10-14T00:00:00.000","20:53:00","MANHATTAN","OUTSIDE","23","0","STREET","MULTI DWELL - PUBLIC HOUS","999242","227082","40.789959","-73.945857"
"139686189","2014-11-15T00:00:00.000","17:58:00","MANHATTAN","OUTSIDE","23","2","HOUSING",,"1000846","226964","40.78962425","-73.94006674"
"76601148","2010-12-26T00:00:00.000","01:30:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","998191","227814","40.791971","-73.949654"
"75652548","2010-11-21T00:00:00.000","01:10:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","997971","226889","40.789433","-73.950451"
"63885692","2009-07-19T00:00:00.000","04:40:00","MANHATTAN","OUTSIDE","23","0","STREET",,"999569","227672","40.79156983","-73.94467676"
"64452257","2009-08-06T00:00:00.000","13:26:00","MANHATTAN","OUTSIDE","23","0","STREET",,"999746","225754","40.786315","-73.94404"
"64248604","2009-07-30T00:00:00.000","15:25:00","MANHATTAN","INSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001026","228838","40.794778","-73.939411"
"143907467","2015-06-22T00:00:00.000","23:45:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999464","226504","40.788374","-73.945059"
"94923071","2014-02-14T00:00:00.000","02:06:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999192","230148","40.798377","-73.946031"
"90938205","2013-06-02T00:00:00.000","13:24:00","MANHATTAN","OUTSIDE","23","0","HOUSING","MULTI DWELL - PUBLIC HOUS","1001038","226536","40.788459","-73.939373"
"91733357","2013-07-21T00:00:00.000","04:39:00","MANHATTAN","OUTSIDE","23","0","STREET","RESTAURANT/DINER","999706","228966","40.795122","-73.944177"
"86874696","2012-09-21T00:00:00.000","20:51:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001932","228925","40.795005","-73.936137"
"203348701","2019-10-06T00:00:00.000","21:54:00","MANHATTAN","OUTSIDE","23","0","STREET",,"999210","227548","40.79124","-73.945972"
"169326573","2017-09-13T00:00:00.000","22:04:00","MANHATTAN","OUTSIDE","23","0","STREET",,"999194","229090","40.7954625","-73.94602789"
"166413154","2017-06-25T00:00:00.000","02:02:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","998191","227814","40.791971","-73.949654"
"156603442","2016-09-10T00:00:00.000","01:20:00","MANHATTAN","OUTSIDE","23","0","STREET",,"1000253","226668","40.788822","-73.942209"
"281438760","2024-01-31T00:00:00.000","13:04:00","MANHATTAN","OUTSIDE","23","0","HOUSING","MULTI DWELL - PUBLIC HOUS","1001808","228700","40.794398","-73.936587"
"150843338","2016-03-01T00:00:00.000","21:20:00","MANHATTAN","OUTSIDE","23","0","PLAYGROUND",,"1000497","229870","40.797602","-73.941319"
"233307768","2021-09-08T00:00:00.000","23:32:00","MANHATTAN","OUTSIDE","23","0","STREET",,"998958","227092","40.789982","-73.946882"
"233762539","2021-09-18T00:00:00.000","19:41:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","998288","227463","40.79099831","-73.94930342"
"218096534","2020-09-19T00:00:00.000","23:07:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001038","226536","40.78845","-73.939372"
"221890614","2020-12-15T00:00:00.000","18:20:00","MANHATTAN","OUTSIDE","23","0","STREET","GROCERY/BODEGA","999894","228259","40.793181","-73.943498"
"298411322","2024-12-23T00:00:00.000","22:30:00","MANHATTAN","OUTSIDE","23","0","STREET",,"1000776","227613","40.791414","-73.940319"
"292556668","2024-08-31T00:00:00.000","00:04:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999154","226675","40.788844","-73.946176"
"239347884","2022-01-18T00:00:00.000","19:21:00","MANHATTAN","OUTSIDE","24","2","HOUSING","MULTI DWELL - PUBLIC HOUS","993952","229422","40.796382","-73.964958"
"46715551","2008-05-24T00:00:00.000","01:08:00","MANHATTAN","OUTSIDE","24","2","HOUSING","MULTI DWELL - PUBLIC HOUS","992079","226968","40.789656","-73.971725"
"94963879","2014-02-17T00:00:00.000","20:20:00","MANHATTAN","OUTSIDE","24","2","HOUSING",,"994138","229759","40.79730582","-73.96428727"
"186047185","2018-08-05T00:00:00.000","23:30:00","MANHATTAN","OUTSIDE","24","2","HOUSING","MULTI DWELL - PUBLIC HOUS","991870","227979","40.792433","-73.972481"
"228889112","2021-05-30T00:00:00.000","10:54:00","MANHATTAN","OUTSIDE","25","0","VEHICLE",,"1001692","231503","40.802083","-73.936999"
"29259597","2007-05-27T00:00:00.000","00:20:00","MANHATTAN","OUTSIDE","25","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1002332","231147","40.801105","-73.934685"
"28392833","2007-04-10T00:00:00.000","18:00:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1000805","230947","40.80055658","-73.94020499"
"16631465","2006-05-24T00:00:00.000","19:49:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001641","233513","40.80759794","-73.93717879"
"11118236","2006-04-28T00:00:00.000","02:15:00","MANHATTAN","OUTSIDE","25","0","STREET","NONE","1001446","234215","40.80952512","-73.93788139"
"79368050","2011-06-18T00:00:00.000","01:16:00","MANHATTAN","OUTSIDE","25","0","COMMERCIAL","FAST FOOD","1000925","230119","40.798286","-73.939772"
"80175373","2011-08-07T00:00:00.000","02:13:00","MANHATTAN","OUTSIDE","25","0","STREET","MULTI DWELL - APT BUILD","1001949","231211","40.801288","-73.936073"
"78492309","2011-04-30T00:00:00.000","02:52:00","MANHATTAN","INSIDE","25","0","COMMERCIAL","BAR/NIGHT CLUB","1001189","230589","40.799582","-73.938818"
"87865309","2012-11-27T00:00:00.000","19:30:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001561","230531","40.799422","-73.937474"
"85935527","2012-07-26T00:00:00.000","10:46:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001354","234575","40.810524","-73.938214"
"85518941","2012-06-30T00:00:00.000","22:00:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1000995","230244","40.79862668","-73.93952048"
"81360743","2011-10-24T00:00:00.000","15:17:00","MANHATTAN","OUTSIDE","25","0","STREET","MULTI DWELL - APT BUILD","999449","230610","40.799645","-73.945105"
"144134884","2015-07-01T00:00:00.000","02:50:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1000622","233781","40.80833547","-73.94085905"
"147410682","2015-11-01T00:00:00.000","01:01:00","MANHATTAN","INSIDE","25","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1002815","231286","40.801491","-73.932943"
"147052371","2015-10-19T00:00:00.000","16:17:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001375","231978","40.803394","-73.938144"
"143613870","2015-06-10T00:00:00.000","19:36:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1000719","233430","40.807382","-73.940511"
"137473305","2014-06-29T00:00:00.000","01:52:00","MANHATTAN","OUTSIDE","25","0","PLAYGROUND",,"1001957","235144","40.81207395","-73.93603301"
"93932276","2013-12-07T00:00:00.000","23:40:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1002154","236547","40.815935","-73.935316"
"95375423","2014-03-14T00:00:00.000","17:16:00","MANHATTAN","OUTSIDE","25","0","STREET",,"999669","233072","40.80639118","-73.94430322"
"172635031","2017-12-14T00:00:00.000","20:24:00","MANHATTAN","INSIDE","25","0","COMMERCIAL","GROCERY/BODEGA","1000344","230118","40.798292","-73.941871"
"212903586","2020-05-10T00:00:00.000","22:03:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001487","232707","40.805388","-73.937736"
"214184464","2020-06-13T00:00:00.000","23:02:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1000844","233656","40.808003","-73.940056"
"208899478","2020-02-02T00:00:00.000","02:32:00","MANHATTAN","OUTSIDE","25","0","STREET",,"999520","230738","40.79998525","-73.94484675"
"194525846","2019-03-09T00:00:00.000","02:41:00","MANHATTAN","OUTSIDE","25",,"STREET",,"1000455","230842","40.800277","-73.94147"
"287444844","2024-05-25T00:00:00.000","02:32:00","MANHATTAN","OUTSIDE","25","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001768","234797","40.811131","-73.936716"
"265124476","2023-03-14T00:00:00.000","12:50:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1000558","231080",,
"246884942","2022-06-20T00:00:00.000","00:36:00","MANHATTAN","OUTSIDE","25","0","PLAYGROUND",,"1000558","231080","40.8009303727402","-73.9410982410066"
"235857196","2021-11-03T00:00:00.000","02:25:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1002572","231625","40.802415","-73.933819"
"185759229","2018-07-29T00:00:00.000","01:23:00","MANHATTAN","OUTSIDE","26","0","STREET",,"995022","237567","40.81873559","-73.96108198"
"35386258","2007-10-30T00:00:00.000","01:30:00","MANHATTAN","OUTSIDE","26","0","STREET",,"998164","237273","40.81792425","-73.9497309"
"28926741","2007-05-08T00:00:00.000","23:44:00","MANHATTAN","INSIDE","26","0","COMMERCIAL","RESTAURANT/DINER","996462","235456","40.812941","-73.95588"
"26022837","2006-12-31T00:00:00.000","01:07:00","MANHATTAN","INSIDE","26","0","DWELLING",,"997349","235297","40.812512","-73.95268"
"23888267","2006-08-14T00:00:00.000","22:33:00","MANHATTAN","OUTSIDE","26","0","STREET",,"997177","234774","40.811076","-73.953303"
"71756683","2010-03-15T00:00:00.000","04:39:00","MANHATTAN","OUTSIDE","26","0","COMMERCIAL","RESTAURANT/DINER","996240","235791","40.813868","-73.956685"
"219056055","2020-10-10T00:00:00.000","00:55:00","MANHATTAN","OUTSIDE","26","0","STREET",,"996462","235456","40.812949","-73.955882"
"234756219","2021-10-09T00:00:00.000","16:24:00","MANHATTAN","OUTSIDE","28","0","STREET",,"996795","233168","40.80666","-73.954684"
"32723805","2007-06-23T00:00:00.000","22:08:00","MANHATTAN","OUTSIDE","28","0","STREET","FAST FOOD","999409","233697","40.808118","-73.945239"
"66768828","2009-10-13T00:00:00.000","19:15:00","MANHATTAN","OUTSIDE","28","0","STREET",,"999473","232728","40.805457","-73.945012"
"50499452","2008-08-24T00:00:00.000","14:28:00","MANHATTAN","OUTSIDE","28","0","STREET","MULTI DWELL - APT BUILD","997405","230838","40.800264","-73.952483"
"46175319","2008-05-04T00:00:00.000","19:01:00","MANHATTAN","OUTSIDE","28","0","STREET",,"996736","231658","40.802524","-73.9549"
"46421485","2008-05-13T00:00:00.000","20:55:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997391","231145","40.801116","-73.952533"
"37294917","2007-12-26T00:00:00.000","23:50:00","MANHATTAN","OUTSIDE","28","0","STREET","MULTI DWELL - APT BUILD","996781","234071","40.809148","-73.954733"
"74154671","2010-08-15T00:00:00.000","00:28:00","MANHATTAN","OUTSIDE","28","0","COMMERCIAL","RESTAURANT/DINER","999540","233934","40.808766","-73.944767"
"74374637","2010-08-28T00:00:00.000","17:15:00","MANHATTAN","OUTSIDE","28","0","HOUSING","MULTI DWELL - PUBLIC HOUS","998115","230303","40.798802","-73.949922"
"85976984","2012-07-28T00:00:00.000","00:42:00","MANHATTAN","OUTSIDE","28","0","STREET",,"998050","232173","40.803929","-73.95015"
"158448771","2016-11-13T00:00:00.000","02:05:00","MANHATTAN","INSIDE","28","0","DWELLING",,"998811","233547","40.807706","-73.947399"
"153511460","2016-05-27T00:00:00.000","22:22:00","MANHATTAN","OUTSIDE","28","0","STREET",,"996959","232155","40.803889","-73.954093"
"156345443","2016-08-31T00:00:00.000","19:32:00","MANHATTAN","OUTSIDE","28","0","STREET",,"998890","231708","40.802659","-73.94712"
"147310276","2015-10-27T00:00:00.000","14:06:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997098","232701","40.805386","-73.953589"
"139128071","2014-10-10T00:00:00.000","20:15:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997413","230685","40.79984317","-73.95245706"
"229700089","2021-06-17T00:00:00.000","22:28:00","MANHATTAN","OUTSIDE","28","0","STREET","MULTI DWELL - APT BUILD","997192","231552","40.802225","-73.953252"
"212903273","2020-05-09T00:00:00.000","19:23:00","MANHATTAN","OUTSIDE","28","0","STREET",,"996343","231877","40.80311641","-73.95631961"
"213386282","2020-05-21T00:00:00.000","01:09:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997911","232850","40.80578474","-73.95065395"
"208531435","2020-01-25T00:00:00.000","01:30:00","MANHATTAN","OUTSIDE","28","0","COMMERCIAL","RESTAURANT/DINER","999409","233697","40.808118","-73.945239"
"185483178","2018-07-20T00:00:00.000","23:44:00","MANHATTAN","OUTSIDE","28","0","STREET",,"996469","232106","40.80374478","-73.95586407"
"287998198","2024-03-15T00:00:00.000","22:16:00","MANHATTAN","OUTSIDE","28","0","STREET",,"998100","233193","40.806734","-73.94997"
"295721938","2024-10-30T00:00:00.000","19:39:00","MANHATTAN","OUTSIDE","28","0","DWELLING","MULTI DWELL - APT BUILD","999141","231108","40.801012","-73.946216"
"284940559","2024-04-07T00:00:00.000","14:00:00","MANHATTAN","OUTSIDE","28","0","STREET",,"996216","231648","40.80248804","-73.95677874"
"277602230","2023-11-15T00:00:00.000","21:07:00","MANHATTAN","OUTSIDE","28","0","STREET",,"996959","232155","40.803881","-73.954092"
"281865458","2024-02-07T00:00:00.000","19:16:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997144","230833","40.800259","-73.953428"
"242439531","2022-03-21T00:00:00.000","23:00:00","MANHATTAN","OUTSIDE","28","0","STREET","HOSPITAL","999016","231937","40.803278","-73.946662"
"24699539","2006-10-08T00:00:00.000","05:18:00","MANHATTAN","OUTSIDE","30","0","STREET",,"997324","239218","40.82326401","-73.9527619"
"219294107","2020-10-15T00:00:00.000","21:33:00","MANHATTAN","OUTSIDE","30","0","STREET",,"1000302","240881","40.82782356","-73.94199801"
"293107316","2024-09-11T00:00:00.000","01:47:00","MANHATTAN","OUTSIDE","30","0","STREET",,"998221","239909","40.825169","-73.949521"
"242493912","2022-03-22T00:00:00.000","19:42:00","MANHATTAN","OUTSIDE","30","0","STREET","MULTI DWELL - APT BUILD","998357","240153","40.825831","-73.949027"
"230311080","2021-07-01T00:00:00.000","13:50:00","MANHATTAN","OUTSIDE","30","0","STREET",,"996942","237602","40.818831","-73.954142"
"88614010","2013-01-16T00:00:00.000","18:36:00","MANHATTAN","OUTSIDE","30","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999961","242121","40.83123","-73.943226"
"92912301","2013-10-03T00:00:00.000","23:35:00","MANHATTAN","OUTSIDE","30","0","STREET",,"997745","238688","40.821818","-73.951243"
"73017571","2010-06-03T00:00:00.000","04:39:00","MANHATTAN","OUTSIDE","30","0","STREET",,"997963","240371","40.8264277","-73.95045075"
"81436544","2011-10-28T00:00:00.000","11:43:00","MANHATTAN","OUTSIDE","30","0","STREET","MULTI DWELL - APT BUILD","998995","241308","40.828999","-73.946717"
"73528809","2010-07-04T00:00:00.000","03:15:00","MANHATTAN","OUTSIDE","30","0","STREET",,"999139","240636","40.82715314","-73.94620092"
"33943269","2007-08-23T00:00:00.000","21:56:00","MANHATTAN","INSIDE","30","0","STREET","MULTI DWELL - APT BUILD","1000111","239937","40.825242","-73.942691"
"33500100","2007-08-01T00:00:00.000","01:02:00","MANHATTAN","OUTSIDE","30","0","COMMERCIAL","RESTAURANT/DINER","998791","241867","40.830543","-73.947457"
"302818234","2025-03-14T00:00:00.000","16:24:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1001420","241474","40.829459","-73.937956"
"23846687","2006-08-13T00:00:00.000","10:31:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999965","235630","40.813421","-73.943227"
"23846694","2006-08-13T00:00:00.000","19:41:00","MANHATTAN","INSIDE","32","0","DWELLING","MULTI DWELL - APT BUILD","1001584","236571","40.816002","-73.937375"
"16895019","2006-06-20T00:00:00.000","23:26:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1000126","238705","40.821862","-73.94264"
"10764208","2006-03-21T00:00:00.000","11:20:00","MANHATTAN","INSIDE","32","0","DWELLING","MULTI DWELL - APT BUILD","1001044","238505","40.82131","-73.939323"
"10333339","2006-02-05T00:00:00.000","13:08:00","MANHATTAN","INSIDE","32","0","COMMERCIAL","CHAIN STORE","1001506","238409","40.821046","-73.937653"
"300361353","2025-01-31T00:00:00.000","20:17:00","MANHATTAN","OUTSIDE","32","2","HOUSING","MULTI DWELL - PUBLIC HOUS","998424","234705","40.810886","-73.948795"
"29388841","2007-06-02T00:00:00.000","21:24:00","MANHATTAN","INSIDE","32","0","COMMERCIAL","STORE UNCLASSIFIED","1000422","235526","40.813134","-73.941577"
"29259595","2007-05-27T00:00:00.000","03:21:00","MANHATTAN","OUTSIDE","32","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001767","241659","40.829965","-73.9367"
"25452384","2006-11-23T00:00:00.000","02:10:00","MANHATTAN","OUTSIDE","32","0","STREET","BAR/NIGHT CLUB","999256","235278","40.812448","-73.94579"
"61351689","2009-05-02T00:00:00.000","18:56:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999582","238563","40.82146259","-73.94460494"
"46361462","2008-05-09T00:00:00.000","23:50:00","MANHATTAN","INSIDE","32","0","DWELLING","MULTI DWELL - APT BUILD","1001179","238750","40.821982","-73.938833"
"74770362","2010-09-24T00:00:00.000","22:50:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999686","237911","40.81967285","-73.94423069"
"73037341","2010-06-04T00:00:00.000","00:16:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1001901","238191","40.82043723","-73.9362273"
"69313202","2009-12-28T00:00:00.000","17:40:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999666","234161","40.80939","-73.944312"
"80166320","2011-08-06T00:00:00.000","14:13:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999130","235052","40.811835","-73.946245"
"75830568","2010-12-03T00:00:00.000","16:05:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999729","234275","40.80969298","-73.94408372"
"85744501","2012-07-15T00:00:00.000","01:55:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1000553","235761","40.81378","-73.941103"
"141401452","2015-03-15T00:00:00.000","15:47:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1001199","236927","40.81698","-73.938766"
"138694387","2014-09-14T00:00:00.000","03:25:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999792","234388","40.810014","-73.943856"
"164640801","2017-05-10T00:00:00.000","14:48:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1000049","233801","40.8084","-73.942929"
"155995758","2016-08-20T00:00:00.000","23:44:00","MANHATTAN","OUTSIDE","32","0","PLAYGROUND",,"1001765","237948","40.81977053","-73.9367193"
"153615012","2016-06-01T00:00:00.000","22:45:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999587","234948","40.811551","-73.944594"
"216157963","2020-08-03T00:00:00.000","23:53:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1001539","241249","40.828832","-73.937525"
"198552502","2019-06-15T00:00:00.000","04:14:00","MANHATTAN","INSIDE","32","0","STREET",,"999508","235734","40.813707","-73.944877"
"195699914","2019-04-07T00:00:00.000","01:45:00","MANHATTAN","OUTSIDE","32","0","COMMERCIAL","BAR/NIGHT CLUB","1001838","235971","40.814353","-73.936461"
"197381374","2019-05-17T00:00:00.000","21:36:00","MANHATTAN","OUTSIDE","32","2","HOUSING","MULTI DWELL - PUBLIC HOUS","998922","235604","40.813352","-73.946996"
"174442122","2018-02-06T00:00:00.000","01:27:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1001324","237153","40.817599","-73.938314"
"233761159","2021-09-18T00:00:00.000","19:58:00","MANHATTAN","OUTSIDE","32","0","STREET","GROCERY/BODEGA","1000535","237587","40.818784","-73.941161"
"169180021","2017-09-08T00:00:00.000","21:30:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999174","238490","40.82126292","-73.94607922"
"231941625","2021-08-06T00:00:00.000","23:20:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1000049","233801","40.808392","-73.942928"
"221346749","2020-12-04T00:00:00.000","01:23:00","MANHATTAN","OUTSIDE","32","0","STREET","GROCERY/BODEGA","1001028","240331","40.826315","-73.939375"
"221424826","2020-12-05T00:00:00.000","20:30:00","MANHATTAN","OUTSIDE","32","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1000000","238478","40.821229","-73.943093"
"218392075","2020-09-25T00:00:00.000","23:36:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1001343","240901","40.8278765","-73.93823643"
"216843322","2020-08-20T00:00:00.000","01:44:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1001324","237153","40.817599","-73.938314"
"277978380","2023-11-23T00:00:00.000","23:43:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1001650","240575","40.826982","-73.937128"
"282423225","2024-02-18T00:00:00.000","03:56:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999508","235734","40.813707","-73.944877"
"272817658","2023-08-12T00:00:00.000","23:48:00","MANHATTAN","OUTSIDE","32","2","HOUSING","MULTI DWELL - PUBLIC HOUS","998220","235265","40.812415","-73.949529"
"271052451","2023-07-09T00:00:00.000","18:52:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1001370","238165","40.820368","-73.938143"
"245171560","2022-05-16T00:00:00.000","21:42:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999856","234503","40.81031855","-73.94362441"
"237362437","2021-12-03T00:00:00.000","20:01:00","MANHATTAN","INSIDE","32","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001774","241670","40.829988","-73.936675"
"140806570","2015-02-02T00:00:00.000","13:33:00","MANHATTAN","INSIDE","33","0","DWELLING","MULTI DWELL - APT BUILD","1001387","245170","40.839603","-73.938064"
